departamento,provincia,distrito,dist_code,dept_code,prov_code,pct_actas,actas_contabilizadas,total_actas,votos_Fujimori,pct_Fujimori,votos_Lopez_Aliaga,pct_Lopez_Aliaga,votos_Nieto,pct_Nieto,votos_Belmont,pct_Belmont,votos_Sanchez,pct_Sanchez,type
Ica,Palpa,Llipata,100502,100000,100500,100,6,6,187,18.57,68,6.753,66,6.554,106,10.526,233,23.138,domestic
Ica,Palpa,Rio Grande,100503,100000,100500,88.889,8,9,346,23.682,88,6.023,87,5.955,197,13.484,271,18.549,domestic
Ica,Palpa,Santa Cruz,100504,100000,100500,100,5,5,225,25.539,54,6.129,70,7.946,92,10.443,111,12.599,domestic
Ica,Palpa,Tibillo,100505,100000,100500,0,0,2,0,0,0,0,0,0,0,0,0,0,domestic
Junin,Huancayo,Huancayo,110101,110000,110100,96.438,352,365,9795,13.543,9083,12.559,9483,13.112,6092,8.423,3451,4.772,domestic
Junin,Huancayo,Carhuacallanga,110103,110000,110100,100,2,2,40,12.945,16,5.178,12,3.883,41,13.269,33,10.68,domestic
Junin,Huancayo,Colca,110104,110000,110100,100,5,5,87,16.828,25,4.836,28,5.416,60,11.605,64,12.379,domestic
Junin,Huancayo,Cullhuas,110105,110000,110100,100,8,8,215,15.546,30,2.169,36,2.603,192,13.883,410,29.646,domestic
Junin,Huancayo,Chacapampa,110106,110000,110100,100,4,4,43,9.43,15,3.289,21,4.605,75,16.447,78,17.105,domestic
Junin,Huancayo,Chicche,110107,110000,110100,100,4,4,99,21.382,20,4.32,34,7.343,43,9.287,59,12.743,domestic
Junin,Huancayo,Chilca,110108,110000,110100,95.984,239,249,6136,12.93,2902,6.115,4425,9.324,5841,12.308,4860,10.241,domestic
Junin,Huancayo,Chongos Alto,110109,110000,110100,100,5,5,106,16.485,30,4.666,15,2.333,102,15.863,88,13.686,domestic
Junin,Huancayo,Chupuro,110112,110000,110100,100,8,8,210,16.241,64,4.95,45,3.48,162,12.529,226,17.479,domestic
Junin,Huancayo,El Tambo,110113,110000,110100,96.842,460,475,11511,12.082,10983,11.528,12573,13.196,8184,8.59,4381,4.598,domestic
Junin,Huancayo,Huacrapuquio,110114,110000,110100,100,5,5,173,22.351,32,4.134,20,2.584,107,13.824,152,19.638,domestic
Junin,Huancayo,Hualhuas,110116,110000,110100,94.118,16,17,433,14.798,217,7.416,234,7.997,388,13.26,276,9.433,domestic
Junin,Huancayo,Huancan,110118,110000,110100,100,54,54,1229,11.224,419,3.826,795,7.26,1689,15.425,1730,15.799,domestic
Junin,Huancayo,Huasicancha,110119,110000,110100,100,3,3,28,8.833,15,4.732,9,2.839,69,21.767,55,17.35,domestic
Junin,Huancayo,Huayucachi,110120,110000,110100,93.75,30,32,796,14.988,228,4.293,334,6.289,741,13.952,725,13.651,domestic
Junin,Huancayo,Ingenio,110121,110000,110100,87.5,7,8,217,19.136,42,3.704,62,5.467,136,11.993,208,18.342,domestic
Junin,Huancayo,Pariahuanca,110122,110000,110100,95.833,23,24,166,7.518,39,1.766,19,0.861,174,7.88,1293,58.56,domestic
Junin,Huancayo,Pilcomayo,110123,110000,110100,90,54,60,1509,13.948,771,7.126,1093,10.103,1193,11.027,1172,10.833,domestic
Junin,Huancayo,Pucara,110124,110000,110100,100,18,18,443,14.249,128,4.117,159,5.114,355,11.418,690,22.194,domestic
Junin,Huancayo,Quichuay,110125,110000,110100,83.333,5,6,149,19.528,42,5.505,42,5.505,66,8.65,122,15.99,domestic
Junin,Huancayo,Quilcas,110126,110000,110100,100,14,14,290,11.703,70,2.825,149,6.013,366,14.77,470,18.967,domestic
Junin,Huancayo,San Agustin,110127,110000,110100,100,44,44,1305,15.09,535,6.186,696,8.048,1047,12.107,779,9.008,domestic
Junin,Huancayo,San Jeronimo de Tunan,110128,110000,110100,97.222,35,36,1147,16.794,420,6.149,581,8.507,798,11.684,691,10.117,domestic
Junin,Huancayo,Santo Domingo de Acobamba,110131,110000,110100,100,20,20,111,6.942,76,4.753,15,0.938,141,8.818,796,49.781,domestic
Junin,Huancayo,Saño,110132,110000,110100,94.118,16,17,435,14.151,184,5.986,199,6.474,412,13.403,327,10.638,domestic
Junin,Huancayo,Sapallanga,110133,110000,110100,95.455,63,66,1509,12.938,455,3.901,824,7.065,1606,13.77,1907,16.351,domestic
Junin,Huancayo,Sicaya,110134,110000,110100,93.548,29,31,901,16.627,389,7.178,330,6.09,585,10.795,787,14.523,domestic
Junin,Huancayo,Viques,110136,110000,110100,100,8,8,254,17.963,89,6.294,50,3.536,211,14.922,206,14.569,domestic
Junin,Concepcion,Concepcion,110201,110000,110200,95.652,44,46,1345,16.117,722,8.652,809,9.694,879,10.533,705,8.448,domestic
Junin,Concepcion,Aco,110202,110000,110200,100,6,6,233,30.339,30,3.906,34,4.427,74,9.635,80,10.417,domestic
Junin,Concepcion,Andamarca,110203,110000,110200,78.571,11,14,108,11.465,45,4.777,18,1.911,97,10.297,452,47.983,domestic
Junin,Concepcion,Comas,110204,110000,110200,100,22,22,661,26.451,156,6.242,45,1.801,234,9.364,735,29.412,domestic
Junin,Concepcion,Cochas,110205,110000,110200,100,6,6,170,24.638,22,3.188,12,1.739,69,10,279,40.435,domestic
Junin,Concepcion,Chambara,110206,110000,110200,100,9,9,364,26.225,90,6.484,50,3.602,146,10.519,180,12.968,domestic
Junin,Concepcion,Heroinas Toledo,110207,110000,110200,100,5,5,190,31.353,27,4.455,16,2.64,82,13.531,66,10.891,domestic
Junin,Concepcion,Manzanares,110208,110000,110200,80,4,5,70,10.043,22,3.156,49,7.03,101,14.491,151,21.664,domestic
Junin,Concepcion,Mariscal Castilla,110209,110000,110200,83.333,5,6,118,19.344,19,3.115,6,0.984,77,12.623,234,38.361,domestic
Junin,Concepcion,Matahuasi,110210,110000,110200,81.25,13,16,588,25.356,191,8.236,174,7.503,188,8.107,171,7.374,domestic
Junin,Concepcion,Mito,110211,110000,110200,100,5,5,201,23.929,86,10.238,39,4.643,75,8.929,43,5.119,domestic
Junin,Concepcion,Nueve de Julio,110212,110000,110200,100,7,7,258,22.089,86,7.363,82,7.021,115,9.846,152,13.014,domestic
Junin,Concepcion,Orcotuna,110213,110000,110200,100,15,15,530,21.166,112,4.473,175,6.989,255,10.184,342,13.658,domestic
Junin,Concepcion,Santa Rosa de Ocopa,110214,110000,110200,100,7,7,275,25.629,70,6.524,57,5.312,99,9.226,82,7.642,domestic
Junin,Concepcion,San Jose de Quero,110215,110000,110200,84.211,16,19,770,36.441,67,3.171,48,2.272,275,13.015,275,13.015,domestic
Junin,Jauja,Jauja,110301,110000,110300,95.455,42,44,1198,14.446,828,9.984,945,11.395,629,7.585,345,4.16,domestic
Junin,Jauja,Acolla,110302,110000,110300,100,20,20,544,18.243,135,4.527,173,5.801,280,9.39,351,11.771,domestic
Junin,Jauja,Apata,110303,110000,110300,100,16,16,712,27.715,128,4.982,95,3.698,289,11.25,345,13.429,domestic
Junin,Jauja,Ataura,110304,110000,110300,100,4,4,126,16.667,64,8.466,47,6.217,82,10.847,55,7.275,domestic
Junin,Jauja,Canchayllo,110305,110000,110300,80,4,5,155,23.238,42,6.297,49,7.346,83,12.444,58,8.696,domestic
Junin,Jauja,El Mantaro,110306,110000,110300,100,8,8,303,21.861,75,5.411,117,8.442,132,9.524,113,8.153,domestic
Junin,Jauja,Huamali,110307,110000,110300,100,6,6,191,18.689,56,5.479,77,7.534,86,8.415,81,7.926,domestic
Junin,Jauja,Huaripampa,110308,110000,110300,100,4,4,99,16.865,45,7.666,41,6.985,56,9.54,40,6.814,domestic
Junin,Jauja,Huertas,110309,110000,110300,100,8,8,342,25.203,90,6.632,76,5.601,97,7.148,83,6.116,domestic
Junin,Jauja,Janjaillo,110310,110000,110300,100,3,3,59,17.003,24,6.916,23,6.628,33,9.51,35,10.086,domestic
Junin,Jauja,Julcan,110311,110000,110300,100,4,4,108,18.589,51,8.778,25,4.303,71,12.22,50,8.606,domestic
Junin,Jauja,Leonor Ordoñez,110312,110000,110300,100,5,5,194,22.02,36,4.086,45,5.108,87,9.875,55,6.243,domestic
Junin,Jauja,Llocllapampa,110313,110000,110300,100,5,5,152,19.817,32,4.172,46,5.997,100,13.038,27,3.52,domestic
Junin,Jauja,Marco,110314,110000,110300,100,6,6,150,17.9,48,5.728,58,6.921,105,12.53,94,11.217,domestic
Junin,Jauja,Masma,110315,110000,110300,100,7,7,227,21.911,58,5.598,44,4.247,110,10.618,159,15.347,domestic
Junin,Jauja,Molinos,110316,110000,110300,100,6,6,134,14.725,45,4.945,35,3.846,140,15.385,191,20.989,domestic
Junin,Jauja,Monobamba,110317,110000,110300,100,5,5,270,39.589,44,6.452,15,2.199,83,12.17,122,17.889,domestic
Junin,Jauja,Muqui,110318,110000,110300,100,4,4,100,17.513,43,7.531,56,9.807,50,8.757,25,4.378,domestic
Junin,Jauja,Muquiyauyo,110319,110000,110300,100,7,7,152,12.219,72,5.788,87,6.994,123,9.887,82,6.592,domestic
Junin,Jauja,Paca,110320,110000,110300,100,4,4,72,13.793,31,5.939,19,3.64,63,12.069,67,12.835,domestic
Junin,Jauja,Paccha,110321,110000,110300,83.333,5,6,131,15.956,44,5.359,42,5.116,81,9.866,80,9.744,domestic
Junin,Jauja,Pancan,110322,110000,110300,100,6,6,199,19.96,77,7.723,65,6.52,116,11.635,62,6.219,domestic
Junin,Jauja,Parco,110323,110000,110300,100,5,5,104,13.757,50,6.614,52,6.878,49,6.481,72,9.524,domestic
Junin,Jauja,Pomacancha,110324,110000,110300,100,5,5,206,29.683,30,4.323,19,2.738,78,11.239,77,11.095,domestic
Junin,Jauja,Ricran,110325,110000,110300,100,4,4,122,24.449,12,2.405,18,3.607,93,18.637,77,15.431,domestic
Junin,Jauja,San Lorenzo,110326,110000,110300,100,8,8,306,22.517,81,5.96,101,7.432,130,9.566,139,10.228,domestic
Junin,Jauja,San Pedro de Chunan,110327,110000,110300,100,3,3,85,21.303,26,6.516,16,4.01,29,7.268,32,8.02,domestic
Junin,Jauja,Sincos,110328,110000,110300,91.667,11,12,461,27.638,46,2.758,87,5.216,140,8.393,221,13.249,domestic
Junin,Jauja,Tunan Marca,110329,110000,110300,100,4,4,129,22.872,29,5.142,50,8.865,55,9.752,46,8.156,domestic
Junin,Jauja,Yauli,110330,110000,110300,100,4,4,138,18.827,42,5.73,34,4.638,68,9.277,74,10.095,domestic
Junin,Jauja,Curicaca,110331,110000,110300,100,4,4,166,25.228,26,3.951,42,6.383,74,11.246,75,11.398,domestic
Junin,Jauja,Masma Chicche,110332,110000,110300,100,3,3,119,29.455,19,4.703,8,1.98,43,10.644,63,15.594,domestic
Junin,Jauja,Sausa,110333,110000,110300,100,9,9,258,16.496,136,8.696,124,7.928,147,9.399,125,7.992,domestic
Junin,Jauja,Yauyos,110334,110000,110300,95.833,23,24,641,14.565,303,6.885,400,9.089,392,8.907,379,8.612,domestic
Junin,Junin,Junin,110401,110000,110400,100,29,29,634,12.424,248,4.86,326,6.388,663,12.992,552,10.817,domestic
Junin,Junin,Carhuamayo,110402,110000,110400,100,14,14,297,13.384,118,5.318,103,4.642,296,13.339,513,23.119,domestic
Junin,Junin,Ondores,110403,110000,110400,100,6,6,128,15.059,48,5.647,41,4.824,125,14.706,124,14.588,domestic
Junin,Junin,Ulcumayo,110404,110000,110400,100,15,15,220,13.033,39,2.31,28,1.659,151,8.945,783,46.386,domestic
Junin,Tarma,Tarma,110501,110000,110500,99.248,132,133,5239,21.385,1971,8.045,2039,8.323,2514,10.262,1554,6.343,domestic
Junin,Tarma,Acobamba,110502,110000,110500,100,28,28,1710,37.857,273,6.044,214,4.738,439,9.719,348,7.704,domestic
Junin,Tarma,Huaricolca,110503,110000,110500,100,7,7,272,26.154,69,6.635,50,4.808,99,9.519,212,20.385,domestic
Junin,Tarma,Huasahuasi,110504,110000,110500,92.857,26,28,1073,27.591,217,5.58,116,2.983,372,9.565,865,22.242,domestic
Junin,Tarma,La Union,110505,110000,110500,90,9,10,310,20.503,71,4.696,94,6.217,219,14.484,188,12.434,domestic
Junin,Tarma,Palca,110506,110000,110500,100,19,19,961,32.945,93,3.188,146,5.005,328,11.244,560,19.198,domestic
Junin,Tarma,Palcamayo,110507,110000,110500,100,12,12,495,30.996,204,12.774,59,3.694,142,8.892,175,10.958,domestic
Junin,Tarma,San Pedro de Cajas,110508,110000,110500,100,12,12,469,32.036,85,5.806,62,4.235,117,7.992,133,9.085,domestic
Junin,Tarma,Tapo,110509,110000,110500,100,13,13,355,20.736,62,3.621,29,1.694,147,8.586,645,37.675,domestic
Junin,Yauli,La Oroya,110601,110000,110600,94.872,37,39,894,13.141,383,5.63,634,9.319,774,11.377,516,7.585,domestic
Junin,Yauli,Chacapalpa,110602,110000,110600,100,3,3,62,13.687,16,3.532,22,4.857,63,13.907,56,12.362,domestic
Junin,Yauli,Huay-Huay,110603,110000,110600,100,4,4,47,6.334,22,2.965,82,11.051,94,12.668,184,24.798,domestic
Junin,Yauli,Marcapomacocha,110604,110000,110600,100,6,6,137,25.417,22,4.082,24,4.453,51,9.462,50,9.276,domestic
Junin,Yauli,Morococha,110605,110000,110600,100,12,12,204,11.123,53,2.89,134,7.306,241,13.141,331,18.048,domestic
Junin,Yauli,Paccha,110606,110000,110600,100,5,5,123,14.236,54,6.25,70,8.102,87,10.069,72,8.333,domestic
Junin,Yauli,Santa Barbara de Carhuacayan,110607,110000,110600,100,3,3,94,23.98,15,3.827,41,10.459,38,9.694,26,6.633,domestic
Junin,Yauli,Suitucancha,110608,110000,110600,100,3,3,48,10.042,20,4.184,11,2.301,124,25.941,118,24.686,domestic
Junin,Yauli,Yauli,110609,110000,110600,100,9,9,200,13.115,65,4.262,95,6.23,233,15.279,180,11.803,domestic
Junin,Yauli,Santa Rosa de Sacco,110610,110000,110600,100,21,21,491,12.554,311,7.952,394,10.074,432,11.046,226,5.779,domestic
Junin,Satipo,Satipo,110701,110000,110700,86.408,89,103,3144,22.131,1291,9.088,585,4.118,1718,12.093,2166,15.247,domestic
Junin,Satipo,Coviriali,110702,110000,110700,100,16,16,444,16.711,176,6.624,61,2.296,378,14.227,615,23.146,domestic
Junin,Satipo,Llaylla,110703,110000,110700,93.333,14,15,297,13.384,116,5.228,42,1.893,451,20.324,660,29.743,domestic
Junin,Satipo,Mazamari,110704,110000,110700,94.444,68,72,2384,23.576,607,6.003,299,2.957,1561,15.437,2118,20.945,domestic
Junin,Satipo,Pampa Hermosa,110705,110000,110700,86.667,13,15,264,16,74,4.485,33,2,201,12.182,693,42,domestic
Junin,Satipo,Pangoa,110706,110000,110700,92.453,147,159,4124,20.27,790,3.883,499,2.453,3297,16.205,5195,25.535,domestic
Junin,Satipo,Rio Negro,110707,110000,110700,80.303,53,66,1494,19.142,412,5.279,271,3.472,1024,13.12,2061,26.406,domestic
Junin,Satipo,Rio Tambo,110708,110000,110700,90.698,78,86,2261,33.857,137,2.052,48,0.719,410,6.14,2000,29.949,domestic
Junin,Satipo,Vizcatan del Ene,110709,110000,110700,100,13,13,57,3.844,18,1.214,13,0.877,137,9.238,979,66.015,domestic
Junin,Chanchamayo,Chanchamayo,110801,110000,110800,92.045,81,88,3361,24.41,1438,10.444,921,6.689,1605,11.657,1110,8.062,domestic
Junin,Chanchamayo,San Ramon,110802,110000,110800,98.701,76,77,3005,23.872,1267,10.065,719,5.712,1516,12.043,1227,9.747,domestic
Junin,Chanchamayo,Vitoc,110803,110000,110800,100,8,8,243,23.478,73,7.053,31,2.995,144,13.913,166,16.039,domestic
Junin,Chanchamayo,San Luis de Shuaro,110804,110000,110800,94.737,18,19,715,30.182,161,6.796,60,2.533,309,13.043,382,16.125,domestic
Junin,Chanchamayo,Pichanaqui,110805,110000,110800,90.58,125,138,4242,22.028,765,3.973,682,3.542,3063,15.906,4385,22.771,domestic
Junin,Chanchamayo,Perene,110806,110000,110800,97.351,147,151,4674,23.999,802,4.118,587,3.014,2863,14.7,4546,23.342,domestic
Junin,Chupaca,Chupaca,110901,110000,110900,94.937,75,79,1886,13.442,843,6.008,1059,7.548,1323,9.429,1516,10.805,domestic
Junin,Chupaca,Ahuac,110902,110000,110900,100,23,23,445,11.28,215,5.45,193,4.892,447,11.331,501,12.7,domestic
Junin,Chupaca,Chongos Bajo,110903,110000,110900,93.333,14,15,380,16.479,78,3.382,103,4.467,246,10.668,158,6.852,domestic
Junin,Chupaca,Huachac,110904,110000,110900,100,11,11,277,15.73,92,5.224,155,8.802,166,9.426,187,10.619,domestic
Junin,Chupaca,Huamancaca Chico,110905,110000,110900,100,23,23,822,17.75,274,5.917,312,6.737,502,10.84,485,10.473,domestic
Junin,Chupaca,San Juan de Yscos,110906,110000,110900,88.889,8,9,124,9.219,81,6.022,105,7.807,178,13.234,153,11.375,domestic
Junin,Chupaca,San Juan de Jarpa,110907,110000,110900,100,10,10,212,15.916,43,3.228,46,3.453,187,14.039,297,22.297,domestic
Junin,Chupaca,Tres de Diciembre,110908,110000,110900,90,9,10,264,15.313,75,4.35,85,4.93,178,10.325,211,12.239,domestic
Junin,Chupaca,Yanacancha,110909,110000,110900,80,8,10,185,17.436,27,2.545,34,3.205,187,17.625,193,18.19,domestic
La Libertad,Trujillo,Trujillo,120101,120000,120100,92.46,932,1008,28158,14.671,32220,16.787,31549,16.438,9547,4.974,3317,1.728,domestic
La Libertad,Trujillo,Huanchaco,120102,120000,120100,92.079,186,202,7447,21.193,2552,7.263,3730,10.615,2376,6.762,1894,5.39,domestic
La Libertad,Trujillo,Laredo,120103,120000,120100,90.265,102,113,4682,23.471,1270,6.367,1586,7.951,1123,5.63,778,3.9,domestic
La Libertad,Trujillo,Moche,120104,120000,120100,91.228,104,114,3283,15.431,1426,6.702,2184,10.265,1248,5.866,682,3.205,domestic
La Libertad,Trujillo,Salaverry,120105,120000,120100,92.982,53,57,1620,16.299,592,5.956,988,9.941,681,6.852,357,3.592,domestic
La Libertad,Trujillo,Simbal,120106,120000,120100,93.333,14,15,946,36.204,110,4.21,139,5.32,155,5.932,139,5.32,domestic
La Libertad,Trujillo,Victor Larco Herrera,120107,120000,120100,92.958,198,213,5972,14.904,8989,22.434,6028,15.044,1777,4.435,532,1.328,domestic
La Libertad,Trujillo,Poroto,120109,120000,120100,100,14,14,885,35.628,129,5.193,126,5.072,186,7.488,137,5.515,domestic
La Libertad,Trujillo,El Porvenir,120110,120000,120100,94.588,367,388,15381,21.705,3275,4.621,6507,9.182,5537,7.813,3156,4.454,domestic
La Libertad,Trujillo,La Esperanza,120111,120000,120100,96.05,462,481,18976,20.971,5547,6.13,10503,11.607,5906,6.527,2960,3.271,domestic
La Libertad,Trujillo,Florencia de Mora,120112,120000,120100,94.22,163,173,6928,21.749,1479,4.643,3152,9.895,2448,7.685,957,3.004,domestic
La Libertad,Bolivar,Bolivar,120201,120000,120200,100,12,12,230,20.591,19,1.701,26,2.328,51,4.566,250,22.381,domestic
La Libertad,Bolivar,Bambamarca,120202,120000,120200,90,9,10,164,25.545,21,3.271,7,1.09,53,8.255,239,37.227,domestic
La Libertad,Bolivar,Condormarca,120203,120000,120200,100,7,7,49,12.5,3,0.765,3,0.765,19,4.847,199,50.765,domestic
La Libertad,Bolivar,Longotea,120204,120000,120200,85.714,6,7,145,25.939,8,1.431,13,2.326,90,16.1,138,24.687,domestic
La Libertad,Bolivar,Ucuncha,120205,120000,120200,100,5,5,30,8.798,10,2.933,2,0.587,43,12.61,117,34.311,domestic
La Libertad,Bolivar,Uchumarca,120206,120000,120200,85.714,6,7,100,15.291,21,3.211,13,1.988,50,7.645,247,37.768,domestic
La Libertad,Sanchez Carrion,Huamachuco,120301,120000,120300,97.753,174,178,7243,25.374,724,2.536,1274,4.463,3212,11.252,7369,25.815,domestic
La Libertad,Sanchez Carrion,Cochorco,120302,120000,120300,100,27,27,341,13.553,23,0.914,27,1.073,157,6.24,1335,53.06,domestic
La Libertad,Sanchez Carrion,Curgos,120303,120000,120300,100,25,25,795,21.127,75,1.993,42,1.116,341,9.062,1617,42.971,domestic
La Libertad,Sanchez Carrion,Chugay,120304,120000,120300,92.593,50,54,1037,20.933,75,1.514,42,0.848,362,7.307,2105,42.491,domestic
La Libertad,Sanchez Carrion,Marcabal,120305,120000,120300,91.667,33,36,1244,28.877,71,1.648,54,1.253,406,9.424,1589,36.885,domestic
La Libertad,Sanchez Carrion,Sanagoran,120306,120000,120300,95.122,39,41,704,17.53,48,1.195,37,0.921,254,6.325,2137,53.212,domestic
La Libertad,Sanchez Carrion,Sarin,120307,120000,120300,92.857,26,28,911,29.84,29,0.95,34,1.114,292,9.564,1120,36.685,domestic
La Libertad,Sanchez Carrion,Sartimbamba,120308,120000,120300,94.872,37,39,293,10.149,45,1.559,32,1.108,125,4.33,1691,58.573,domestic
La Libertad,Otuzco,Otuzco,120401,120000,120400,97.5,78,80,2423,19.138,280,2.212,792,6.255,1370,10.821,3061,24.177,domestic
La Libertad,Otuzco,Agallpampa,120402,120000,120400,95.833,23,24,738,21.88,72,2.135,50,1.482,327,9.695,1110,32.908,domestic
La Libertad,Otuzco,Charat,120403,120000,120400,88.889,8,9,285,28.817,17,1.719,9,0.91,73,7.381,104,10.516,domestic
La Libertad,Otuzco,Huaranchal,120404,120000,120400,81.25,13,16,597,38.368,9,0.578,40,2.571,105,6.748,333,21.401,domestic
La Libertad,Otuzco,La Cuesta,120405,120000,120400,100,4,4,133,28.48,19,4.069,19,4.069,30,6.424,57,12.206,domestic
La Libertad,Otuzco,Paranday,120408,120000,120400,100,3,3,91,20.92,10,2.299,13,2.989,14,3.218,86,19.77,domestic
La Libertad,Otuzco,Salpo,120409,120000,120400,77.778,14,18,391,24.377,39,2.431,46,2.868,111,6.92,355,22.132,domestic
La Libertad,Otuzco,Sinsicap,120410,120000,120400,81.481,22,27,330,15.588,30,1.417,48,2.267,245,11.573,885,41.804,domestic
La Libertad,Otuzco,Usquil,120411,120000,120400,92.958,66,71,1744,24.426,128,1.793,188,2.633,511,7.157,2315,32.423,domestic
La Libertad,Otuzco,Mache,120413,120000,120400,90.909,10,11,307,20.618,46,3.089,38,2.552,151,10.141,304,20.416,domestic
La Libertad,Pacasmayo,San Pedro de Lloc,120501,120000,120500,88.462,46,52,1784,22.033,580,7.163,837,10.337,619,7.645,736,9.09,domestic
La Libertad,Pacasmayo,Guadalupe,120503,120000,120500,85.849,91,106,4215,27.021,910,5.834,1178,7.552,1233,7.904,1811,11.61,domestic
La Libertad,Pacasmayo,Jequetepeque,120504,120000,120500,100,12,12,410,21.925,81,4.332,100,5.348,160,8.556,253,13.529,domestic
La Libertad,Pacasmayo,Pacasmayo,120506,120000,120500,93.103,81,87,3400,22.494,1565,10.354,1719,11.373,1081,7.152,752,4.975,domestic
La Libertad,Pacasmayo,San Jose,120508,120000,120500,100,35,35,1659,28.028,231,3.903,310,5.237,375,6.336,813,13.735,domestic
La Libertad,Pataz,Tayabamba,120601,120000,120600,77.5,31,40,586,15.864,64,1.733,67,1.814,358,9.691,1511,40.904,domestic
La Libertad,Pataz,Buldibuyo,120602,120000,120600,90.909,10,11,224,18.605,13,1.08,6,0.498,85,7.06,506,42.027,domestic
La Libertad,Pataz,Chillia,120603,120000,120600,86.111,31,36,804,24.617,40,1.225,29,0.888,372,11.39,1097,33.588,domestic
La Libertad,Pataz,Huaylillas,120604,120000,120600,60,3,5,45,14.658,11,3.583,5,1.629,27,8.795,66,21.498,domestic
La Libertad,Pataz,Huancaspata,120605,120000,120600,100,18,18,391,22.229,38,2.16,21,1.194,170,9.665,566,32.177,domestic
La Libertad,Pataz,Huayo,120606,120000,120600,91.667,11,12,106,11.349,8,0.857,9,0.964,91,9.743,359,38.437,domestic
La Libertad,Pataz,Ongon,120607,120000,120600,83.333,5,6,47,17.029,2,0.725,8,2.899,20,7.246,59,21.377,domestic
La Libertad,Pataz,Parcoy,120608,120000,120600,87.805,36,41,679,16.691,67,1.647,126,3.097,420,10.324,1370,33.677,domestic
La Libertad,Pataz,Pataz,120609,120000,120600,91.667,22,24,300,14.354,34,1.627,51,2.44,147,7.033,858,41.053,domestic
La Libertad,Pataz,Pias,120610,120000,120600,83.333,5,6,61,12.398,8,1.626,18,3.659,67,13.618,183,37.195,domestic
La Libertad,Pataz,Taurija,120611,120000,120600,100,8,8,163,17.698,3,0.326,7,0.76,87,9.446,440,47.774,domestic
La Libertad,Pataz,Urpay,120612,120000,120600,88.889,8,9,220,25.346,24,2.765,11,1.267,72,8.295,312,35.945,domestic
La Libertad,Pataz,Santiago de Challas,120613,120000,120600,100,7,7,161,21.582,8,1.072,5,0.67,107,14.343,221,29.625,domestic
La Libertad,Santiago de Chuco,Santiago de Chuco,120701,120000,120700,98.333,59,60,1318,16.365,164,2.036,194,2.409,641,7.959,2575,31.972,domestic
La Libertad,Santiago de Chuco,Cachicadan,120702,120000,120700,86.667,13,15,520,27.041,56,2.912,76,3.952,118,6.136,584,30.369,domestic
La Libertad,Santiago de Chuco,Mollebamba,120703,120000,120700,100,6,6,186,30.897,14,2.326,6,0.997,52,8.638,161,26.744,domestic
La Libertad,Santiago de Chuco,Mollepata,120704,120000,120700,100,8,8,163,20.503,20,2.516,5,0.629,63,7.925,246,30.943,domestic
La Libertad,Santiago de Chuco,Quiruvilca,120705,120000,120700,100,31,31,667,15.942,56,1.338,145,3.466,334,7.983,1103,26.362,domestic
La Libertad,Santiago de Chuco,Santa Cruz de Chuca,120706,120000,120700,88.889,8,9,239,25.184,12,1.264,5,0.527,57,6.006,250,26.344,domestic
La Libertad,Santiago de Chuco,Sitabamba,120707,120000,120700,100,12,12,223,20.384,11,1.005,16,1.463,84,7.678,458,41.865,domestic
La Libertad,Santiago de Chuco,Angasmarca,120708,120000,120700,85.714,12,14,401,30.611,8,0.611,18,1.374,117,8.931,411,31.374,domestic
La Libertad,Ascope,Ascope,120801,120000,120800,95.652,22,23,983,27.768,246,6.949,233,6.582,228,6.441,159,4.492,domestic
La Libertad,Ascope,Chicama,120802,120000,120800,91.667,44,48,1988,25.761,384,4.976,579,7.503,607,7.866,357,4.626,domestic
La Libertad,Ascope,Chocope,120803,120000,120800,93.939,31,33,1355,24.476,420,7.587,451,8.147,297,5.365,184,3.324,domestic
La Libertad,Ascope,Santiago de Cao,120804,120000,120800,92.727,51,55,1529,16.365,527,5.641,736,7.878,748,8.006,340,3.639,domestic
La Libertad,Ascope,Magdalena de Cao,120805,120000,120800,87.5,7,8,318,23.767,51,3.812,116,8.67,104,7.773,30,2.242,domestic
La Libertad,Ascope,Paijan,120806,120000,120800,90.411,66,73,4028,33.786,627,5.259,925,7.759,776,6.509,534,4.479,domestic
La Libertad,Ascope,Razuri,120807,120000,120800,100,23,23,1164,28.314,187,4.549,395,9.608,241,5.862,189,4.597,domestic
La Libertad,Ascope,Casa Grande,120808,120000,120800,95.062,77,81,3182,23.09,911,6.611,1183,8.584,1059,7.684,720,5.225,domestic
La Libertad,Chepen,Chepen,120901,120000,120900,91.892,136,148,6825,27.536,1639,6.613,1948,7.859,2048,8.263,2284,9.215,domestic
La Libertad,Chepen,Pacanga,120902,120000,120900,90.909,50,55,2403,28.02,245,2.857,428,4.991,810,9.445,1848,21.549,domestic
La Libertad,Chepen,Pueblo Nuevo,120903,120000,120900,100,37,37,1498,24.072,308,4.949,419,6.733,500,8.035,834,13.402,domestic
La Libertad,Julcan,Julcan,121001,120000,121000,88.889,32,36,903,20.251,134,3.005,73,1.637,308,6.907,966,21.664,domestic
La Libertad,Julcan,Carabamba,121002,120000,121000,90,18,20,713,29.402,44,1.814,45,1.856,175,7.216,394,16.247,domestic
La Libertad,Julcan,Calamarca,121003,120000,121000,95,19,20,306,15.855,23,1.192,15,0.777,108,5.596,807,41.813,domestic
